project_id,start_date,end_date,planned_duration_days,actual_duration_days,team_size,num_bugs,num_change_requests,delivery_delay_days,budget_overrun_pct,predicted_risk
P13811,2022-05-09,2022-07-30,93,82,22,27,18,-11,-0.07,Low
P13812,2020-11-24,2021-06-03,148,191,21,78,3,43,0.58,High
P13813,2023-06-20,2023-11-03,138,136,12,99,0,-2,0.19,Low
P13814,2024-07-29,2025-02-19,169,205,28,97,8,36,0.42,High
P13815,2021-11-26,2022-02-24,94,90,17,0,18,-4,0.56,High
P13816,2020-01-06,2020-05-29,143,144,26,82,6,1,-0.06,Low
P13817,2020-12-04,2021-06-10,213,188,12,41,14,-25,0.15,Medium
P13818,2021-03-23,2021-10-20,178,211,11,86,6,33,0.06,Low
P13819,2020-08-19,2020-11-19,116,92,7,71,13,-24,0.32,High
P13820,2022-10-29,2023-05-04,204,187,24,90,7,-17,0.42,Low
P13821,2023-06-06,2024-01-01,201,209,6,38,9,8,0.45,Low
P13822,2020-04-10,2020-10-18,172,191,18,58,18,19,-0.09,Medium
P13823,2022-12-17,2023-02-24,92,69,20,16,3,-23,0.55,Low
P13824,2020-10-20,2021-04-29,174,191,28,87,8,17,0.48,Medium
P13825,2021-01-25,2021-07-09,175,165,5,68,9,-10,0.44,Medium
P13826,2020-02-12,2020-06-22,149,131,15,17,19,-18,0.14,Medium
P13827,2022-10-31,2023-02-23,124,115,25,50,9,-9,0.57,Low
P13828,2022-12-24,2023-05-20,152,147,26,94,10,-5,0.52,Low
P13829,2022-05-17,2023-02-04,222,263,21,23,11,41,0.29,High
P13830,2020-10-20,2021-01-04,75,76,5,0,3,1,0.09,Low
P13831,2023-11-28,2024-03-29,117,122,8,55,17,5,0.2,Medium
P13832,2021-01-17,2021-08-14,223,209,13,47,18,-14,0.54,High
P13833,2020-06-18,2021-02-11,187,238,27,0,9,51,0.13,Medium
P13834,2020-05-18,2020-09-20,67,125,17,50,8,58,0.32,High
P13835,2020-07-13,2021-01-25,188,196,24,0,13,8,0.59,High
P13836,2022-12-31,2023-02-13,67,44,13,43,0,-23,0.31,Medium
P13837,2021-11-02,2022-02-20,91,110,7,58,6,19,0.38,Medium
P13838,2022-06-06,2023-01-20,239,228,25,83,11,-11,0.14,Medium
P13839,2023-12-29,2024-06-13,126,167,23,83,5,41,0.13,Medium
P13840,2022-09-13,2023-01-30,107,139,25,92,14,32,-0.06,High
P13841,2021-04-05,2021-10-24,193,202,25,74,4,9,0.42,Medium
P13842,2022-10-04,2023-05-07,191,215,18,10,16,24,0.02,Medium
P13843,2021-09-11,2022-01-05,72,116,17,70,17,44,0.35,High
P13844,2022-09-11,2023-04-19,200,220,11,17,19,20,0.05,Medium
P13845,2023-02-08,2023-07-05,114,147,28,11,19,33,0.23,High
P13846,2020-10-19,2021-01-19,117,92,8,94,14,-25,0.42,High
P13847,2024-10-04,2025-06-14,195,253,13,14,10,58,0.21,High
P13848,2021-07-10,2021-11-04,74,117,25,29,14,43,-0.03,High
P13849,2020-09-18,2020-11-13,79,56,18,10,2,-23,0.21,Low
P13850,2023-10-24,2024-04-07,150,166,24,53,8,16,0.22,Medium
P13851,2022-03-19,2022-08-30,107,164,28,44,9,57,0.06,Medium
P13852,2023-10-30,2024-03-13,113,135,24,89,9,22,0.31,Medium
P13853,2024-10-28,2025-04-19,189,173,18,49,14,-16,0.11,Medium
P13854,2022-12-17,2023-03-24,101,97,15,1,11,-4,0.38,High
P13855,2021-09-22,2022-03-02,178,161,10,78,17,-17,0.12,Medium
P13856,2021-11-11,2022-06-09,170,210,5,12,12,40,0.13,High
P13857,2024-08-05,2025-01-26,136,174,19,29,12,38,0.48,High
P13858,2022-11-17,2023-07-01,216,226,8,13,7,10,0.0,Low
P13859,2023-03-10,2023-07-23,143,135,14,58,3,-8,-0.06,Low
P13860,2022-09-27,2023-05-31,233,246,11,78,4,13,-0.04,Low
P13861,2024-01-15,2024-06-04,100,141,21,32,12,41,0.42,High
P13862,2020-12-21,2021-07-15,197,206,5,83,17,9,0.59,High
P13863,2023-01-31,2023-04-25,90,84,11,38,0,-6,0.3,Medium
P13864,2020-11-25,2021-03-26,145,121,22,3,10,-24,0.41,Low
P13865,2022-10-21,2023-03-20,165,150,27,77,0,-15,0.43,Low
P13866,2022-12-25,2023-06-20,164,177,18,20,7,13,0.14,Low
P13867,2022-06-13,2023-01-26,180,227,17,67,8,47,0.12,Medium
P13868,2023-08-25,2024-01-17,130,145,25,47,7,15,0.38,Medium
P13869,2021-05-31,2021-08-31,96,92,23,62,16,-4,-0.03,Low
P13870,2023-11-07,2024-05-02,125,177,7,60,12,52,0.09,High
P13871,2021-03-20,2021-07-26,88,128,24,27,19,40,0.59,High
P13872,2020-03-28,2020-12-02,200,249,10,61,12,49,-0.01,High
P13873,2024-01-14,2024-04-12,82,89,27,20,8,7,0.11,Low
P13874,2021-06-01,2021-08-22,103,82,7,21,6,-21,-0.08,Low
P13875,2024-12-08,2025-04-05,110,118,28,40,6,8,0.42,Medium
P13876,2024-08-16,2025-05-25,225,282,16,47,6,57,0.24,High
P13877,2022-09-05,2023-01-13,91,130,11,99,0,39,0.06,Low
P13878,2024-08-23,2024-12-09,72,108,24,83,12,36,0.02,High
P13879,2021-12-30,2022-07-06,171,188,11,12,5,17,0.08,Low
P13880,2023-04-23,2023-06-19,68,57,21,78,11,-11,0.56,High
P13881,2024-02-13,2024-06-12,138,120,14,45,11,-18,0.54,Medium
P13882,2024-09-17,2025-03-07,144,171,17,83,8,27,-0.05,Low
P13883,2022-05-25,2022-12-08,219,197,17,79,10,-22,0.48,Low
P13884,2022-03-28,2022-11-23,183,240,23,64,0,57,0.42,High
P13885,2022-11-10,2023-06-20,208,222,11,54,10,14,-0.02,Low
P13886,2022-04-14,2022-11-28,176,228,12,46,13,52,0.48,High
P13887,2020-10-12,2021-05-17,225,217,9,85,8,-8,0.27,Medium
P13888,2022-07-30,2022-12-02,97,125,7,14,4,28,0.41,Medium
P13889,2023-04-25,2023-10-13,163,171,20,42,11,8,-0.02,Low
P13890,2022-12-18,2023-05-15,99,148,27,34,18,49,0.03,High
P13891,2020-12-22,2021-07-14,153,204,14,82,7,51,0.47,High
P13892,2022-03-22,2022-10-13,197,205,13,78,4,8,0.06,Low
P13893,2021-02-25,2021-04-20,67,54,26,38,8,-13,0.25,Medium
P13894,2022-12-03,2023-06-16,154,195,13,73,12,41,0.48,High
P13895,2023-06-18,2023-09-26,105,100,26,53,5,-5,0.48,Low
P13896,2022-05-22,2022-11-26,171,188,20,47,18,17,0.15,Medium
P13897,2021-03-25,2021-09-10,140,169,5,67,17,29,0.04,Medium
P13898,2024-12-03,2025-03-14,117,101,15,54,3,-16,0.29,Low
P13899,2021-09-12,2021-11-30,77,79,16,2,19,2,0.03,Low
P13900,2021-08-19,2022-01-18,95,152,15,56,13,57,0.45,High
P13901,2021-04-23,2021-11-29,204,220,11,82,1,16,0.11,Low
P13902,2022-03-15,2022-12-22,232,282,11,76,1,50,0.56,High
P13903,2023-05-31,2023-11-25,143,178,22,94,12,35,0.04,High
P13904,2020-12-31,2021-05-19,82,139,28,7,5,57,0.33,High
P13905,2022-04-27,2023-01-02,224,250,17,40,16,26,-0.1,Medium
P13906,2022-08-13,2023-01-16,101,156,28,73,7,55,0.05,Medium
P13907,2021-11-20,2022-02-04,100,76,14,51,3,-24,0.43,Low
P13908,2024-10-04,2025-03-28,186,175,19,47,1,-11,-0.09,Low
P13909,2020-01-02,2020-10-21,234,293,13,79,4,59,0.39,High
P13910,2023-02-27,2023-08-14,133,168,8,93,6,35,0.48,High
P13911,2022-02-24,2022-09-18,199,206,29,37,17,7,0.52,High
P13912,2024-09-02,2025-04-11,217,221,6,74,6,4,-0.02,Low
P13913,2021-05-26,2021-10-08,139,135,26,41,4,-4,0.45,Medium
P13914,2020-04-01,2020-09-05,138,157,18,16,10,19,0.6,Medium
P13915,2024-07-24,2025-04-02,223,252,23,37,10,29,0.06,Medium
P13916,2021-06-24,2022-01-19,228,209,25,80,5,-19,0.41,Medium
P13917,2021-12-04,2022-04-29,118,146,7,86,15,28,0.59,High
P13918,2022-05-04,2022-07-07,60,64,9,95,16,4,0.38,High
P13919,2021-12-08,2022-08-27,216,262,21,56,0,46,-0.07,Medium
P13920,2021-01-14,2021-10-14,218,273,29,1,18,55,0.21,High
P13921,2024-05-16,2024-11-11,177,179,13,48,3,2,0.5,Low
P13922,2023-01-08,2023-08-24,192,228,12,85,18,36,0.33,High
P13923,2023-04-01,2023-05-21,71,50,23,49,13,-21,0.26,High
P13924,2020-10-04,2021-01-22,82,110,12,3,15,28,0.15,Medium
P13925,2020-03-16,2020-07-30,134,136,14,32,14,2,0.34,Medium
P13926,2020-04-19,2020-07-16,72,88,20,68,15,16,0.17,Medium
P13927,2022-07-21,2022-12-11,160,143,17,54,16,-17,0.45,Medium
P13928,2020-09-03,2021-04-14,185,223,15,3,14,38,-0.04,High
P13929,2022-12-24,2023-04-23,132,120,26,42,16,-12,0.54,High
P13930,2021-03-29,2021-11-24,183,240,27,48,11,57,0.4,High
P13931,2024-11-02,2025-06-17,236,227,9,16,6,-9,0.04,Low
P13932,2022-02-04,2022-08-08,171,185,21,16,4,14,-0.04,Low
P13933,2023-11-05,2024-04-05,156,152,7,52,12,-4,0.23,High
P13934,2022-01-02,2022-02-18,74,47,7,23,16,-27,0.5,High
P13935,2020-10-27,2021-05-24,200,209,7,46,13,9,0.14,Medium
P13936,2022-10-17,2023-02-03,137,109,7,99,5,-28,0.05,Low
P13937,2021-12-11,2022-07-11,221,212,5,80,5,-9,0.13,Low
P13938,2024-09-16,2025-01-22,100,128,5,1,16,28,0.17,Medium
P13939,2022-10-29,2023-04-16,120,169,11,63,15,49,0.48,High
P13940,2023-02-09,2023-11-04,226,268,29,5,7,42,0.01,Medium
P13941,2023-06-15,2023-08-05,63,51,11,80,9,-12,0.11,Low
P13942,2022-09-14,2022-12-09,99,86,24,31,7,-13,0.27,Low
P13943,2023-02-14,2023-07-18,122,154,24,69,5,32,0.05,Low
P13944,2024-02-04,2024-05-30,81,116,20,45,6,35,0.14,Medium
P13945,2023-05-29,2023-12-07,190,192,7,77,6,2,0.18,Low
P13946,2023-01-27,2023-09-05,189,221,22,0,5,32,-0.0,Low
P13947,2020-02-11,2020-08-23,196,194,18,46,0,-2,0.08,Low
P13948,2020-04-11,2021-01-18,224,282,23,23,16,58,0.51,High
P13949,2021-01-29,2021-07-16,145,168,19,15,17,23,0.09,Medium
P13950,2022-12-31,2023-06-22,201,173,26,95,1,-28,0.34,Low
P13951,2022-06-16,2022-10-07,119,113,14,5,3,-6,0.51,Low
P13952,2024-06-21,2025-01-01,209,194,29,83,10,-15,0.53,Low
P13953,2021-03-02,2021-07-10,152,130,14,91,3,-22,0.34,Low
P13954,2020-09-20,2021-01-08,116,110,27,31,14,-6,0.57,High
P13955,2020-02-21,2020-08-31,204,192,6,27,1,-12,0.21,Low
P13956,2024-10-18,2025-02-18,83,123,18,37,10,40,0.02,Medium
P13957,2023-05-19,2023-08-31,87,104,19,17,13,17,0.5,High
P13958,2023-10-24,2024-01-30,63,98,19,39,10,35,0.26,High
P13959,2022-03-11,2022-08-15,126,157,13,5,9,31,0.31,High
P13960,2020-05-02,2020-08-20,140,110,17,30,16,-30,0.25,High
P13961,2022-11-29,2023-07-02,200,215,22,87,5,15,0.37,Medium
P13962,2024-01-24,2024-08-11,183,200,27,42,13,17,0.6,High
P13963,2024-01-20,2024-09-16,229,240,20,23,7,11,0.02,Low
P13964,2022-04-11,2022-07-07,113,87,6,30,13,-26,-0.06,Low
P13965,2024-09-13,2025-01-11,70,120,21,49,7,50,0.47,High
P13966,2021-08-28,2021-10-25,78,58,12,76,14,-20,0.46,High
P13967,2024-03-01,2024-09-15,226,198,11,46,1,-28,0.48,Medium
P13968,2020-01-10,2020-08-22,220,225,14,23,17,5,0.14,Medium
P13969,2021-04-01,2021-08-27,177,148,20,8,16,-29,-0.09,Low
P13970,2023-02-25,2023-09-01,212,188,10,2,7,-24,0.31,Low
P13971,2024-07-15,2024-11-03,130,111,22,82,17,-19,0.19,Medium
P13972,2021-06-24,2022-01-30,161,220,5,53,11,59,0.48,High
P13973,2021-06-17,2021-08-09,82,53,18,10,8,-29,-0.1,Low
P13974,2021-02-24,2021-06-25,148,121,27,65,6,-27,-0.02,Low
P13975,2020-02-13,2020-08-07,182,176,17,66,18,-6,0.21,High
P13976,2021-10-29,2022-01-02,83,65,29,14,10,-18,-0.07,Low
P13977,2024-10-03,2025-01-27,87,116,11,87,7,29,0.52,Medium
P13978,2023-09-06,2023-12-29,88,114,13,60,5,26,-0.04,Low
P13979,2023-05-04,2023-09-13,141,132,24,48,5,-9,0.55,Low
P13980,2020-06-07,2020-10-21,98,136,5,81,8,38,0.29,High
P13981,2022-10-17,2023-02-10,91,116,16,16,19,25,0.57,High
P13982,2022-01-08,2022-06-07,158,150,9,61,17,-8,0.49,High
P13983,2021-11-06,2022-07-04,184,240,12,72,19,56,0.59,High
P13984,2023-07-16,2024-01-01,176,169,21,21,7,-7,0.17,Low
P13985,2023-05-01,2023-09-20,130,142,20,61,16,12,0.42,High
P13986,2020-01-05,2020-06-22,155,169,9,48,17,14,0.06,Medium
P13987,2024-09-22,2024-12-27,62,96,22,93,19,34,0.21,High
P13988,2022-11-12,2023-05-08,152,177,9,52,11,25,0.23,High
P13989,2023-01-03,2023-08-03,200,212,29,89,9,12,0.51,Medium
P13990,2022-04-08,2022-08-30,148,144,28,74,9,-4,0.21,Low
P13991,2024-05-21,2024-12-30,213,223,8,53,15,10,0.02,Low
P13992,2023-07-31,2023-12-29,121,151,28,44,17,30,0.29,High
P13993,2024-02-15,2024-04-03,68,48,29,16,0,-20,0.39,Low
P13994,2022-03-23,2022-12-05,203,257,20,63,14,54,0.16,High
P13995,2021-04-07,2021-11-12,194,219,21,60,8,25,0.45,Medium
P13996,2022-02-09,2022-08-10,212,182,8,98,15,-30,0.09,Low
P13997,2023-06-15,2024-01-26,196,225,14,88,8,29,0.34,Medium
P13998,2023-01-16,2023-07-27,142,192,27,1,12,50,-0.07,High
P13999,2021-03-15,2021-10-15,228,214,15,73,2,-14,0.13,Low
P14000,2024-09-30,2025-06-06,210,249,7,53,17,39,0.47,High
P14001,2022-11-20,2023-05-08,117,169,27,11,2,52,0.09,Medium
P14002,2023-07-04,2023-12-24,181,173,16,82,7,-8,-0.03,Low
P14003,2021-09-10,2021-12-14,108,95,24,22,19,-13,0.56,High
P14004,2021-04-11,2021-09-29,113,171,16,54,16,58,0.36,High
P14005,2024-07-27,2025-03-11,174,227,16,44,0,53,0.18,Medium
P14006,2023-11-23,2024-01-23,74,61,28,0,9,-13,0.5,Low
P14007,2024-11-15,2025-06-17,217,214,8,54,14,-3,0.15,Medium
P14008,2021-02-06,2021-03-28,63,50,25,97,13,-13,0.22,High
P14009,2022-05-22,2022-08-25,109,95,25,64,17,-14,-0.08,Low
P14010,2023-11-09,2024-04-03,104,146,19,32,0,42,0.11,Medium
P14011,2021-09-04,2022-03-26,185,203,23,58,5,18,0.33,Medium
P14012,2021-07-02,2022-02-19,216,232,6,5,1,16,0.18,Low
P14013,2024-11-03,2025-06-23,237,232,8,65,13,-5,0.36,High
P14014,2023-04-10,2023-08-08,71,120,19,57,3,49,-0.04,Medium
P14015,2021-06-22,2022-03-25,234,276,22,51,9,42,0.03,Medium
P14016,2020-09-18,2021-05-28,196,252,18,2,15,56,0.19,High
P14017,2021-10-19,2022-06-16,219,240,7,60,16,21,0.56,High
P14018,2023-12-22,2024-02-16,85,56,20,94,4,-29,0.37,Low
P14019,2024-06-13,2024-11-09,98,149,14,98,0,51,0.05,Low
P14020,2022-04-03,2022-08-23,160,142,23,53,8,-18,-0.01,Low
P14021,2024-01-31,2024-05-10,89,100,13,42,10,11,0.34,Medium
P14022,2021-02-19,2021-11-25,239,279,8,44,1,40,0.01,Medium
P14023,2021-08-03,2022-02-09,208,190,28,72,9,-18,-0.08,Low
P14024,2020-08-08,2021-01-20,130,165,16,60,11,35,0.48,High
P14025,2023-03-31,2023-08-01,133,123,20,7,10,-10,0.54,Low
P14026,2024-08-03,2025-01-07,143,157,25,83,19,14,0.25,High
P14027,2021-07-16,2022-03-28,235,255,27,20,10,20,0.27,Medium
P14028,2021-10-05,2022-05-18,170,225,23,36,9,55,0.52,High
P14029,2020-07-02,2020-12-20,153,171,21,82,13,18,-0.01,Medium
P14030,2024-01-24,2024-08-20,217,209,23,9,13,-8,0.3,High
P14031,2022-02-14,2022-07-15,162,151,22,98,10,-11,0.44,Low
P14032,2020-11-21,2021-06-24,186,215,27,4,9,29,0.0,Low
P14033,2024-09-01,2025-01-14,164,135,11,85,11,-29,0.53,High
P14034,2024-02-15,2024-06-30,102,136,12,16,5,34,0.17,Medium
P14035,2023-02-02,2023-09-30,216,240,5,32,9,24,0.09,Low
P14036,2023-12-23,2024-06-05,156,165,26,22,11,9,0.43,High
P14037,2021-02-17,2021-06-11,82,114,15,43,19,32,0.42,High
P14038,2022-05-05,2022-10-17,145,165,12,45,4,20,0.24,Medium
P14039,2024-05-05,2024-12-15,205,224,13,19,5,19,0.55,Medium
P14040,2024-05-25,2024-12-27,164,216,26,11,7,52,-0.02,Medium
P14041,2024-11-10,2025-04-16,144,157,24,56,5,13,0.36,Medium
P14042,2023-11-20,2024-06-17,204,210,12,58,14,6,-0.02,Low
P14043,2024-03-14,2024-12-25,234,286,25,16,4,52,0.46,High
P14044,2020-12-31,2021-08-05,165,217,14,84,17,52,-0.06,High
P14045,2023-11-12,2024-05-16,203,186,8,54,18,-17,0.03,Low
P14046,2024-08-12,2025-02-17,156,189,20,88,8,33,0.39,High
P14047,2020-11-21,2021-06-04,138,195,14,32,7,57,0.24,High
P14048,2023-07-15,2023-08-30,67,46,26,83,1,-21,0.56,Medium
P14049,2023-06-15,2023-08-29,92,75,7,91,8,-17,0.41,Medium
P14050,2022-02-05,2022-07-20,107,165,10,47,1,58,-0.06,Low
P14051,2024-07-17,2025-01-08,116,175,11,77,16,59,0.11,High
P14052,2024-01-30,2024-06-03,146,125,12,90,15,-21,-0.09,Low
P14053,2022-02-28,2022-08-04,100,157,13,15,13,57,0.37,High
P14054,2024-02-27,2024-06-26,122,120,26,0,18,-2,0.47,High
P14055,2023-07-17,2023-12-27,146,163,24,16,6,17,0.31,Medium
P14056,2020-01-07,2020-08-13,175,219,11,73,14,44,-0.05,High
P14057,2020-11-18,2021-02-16,86,90,21,0,16,4,0.5,High
P14058,2022-01-27,2022-07-22,192,176,18,48,13,-16,0.12,Medium
P14059,2021-03-20,2021-08-09,148,142,24,5,7,-6,-0.03,Low
P14060,2022-09-22,2023-02-03,112,134,16,76,10,22,0.03,Low
P14061,2020-11-29,2021-02-01,93,64,10,45,12,-29,0.08,Medium
P14062,2020-09-28,2021-02-01,146,126,19,31,9,-20,0.22,Low
P14063,2024-01-31,2024-10-18,236,261,7,9,0,25,0.42,Medium
P14064,2023-08-02,2024-03-28,189,239,18,19,18,50,0.21,High
P14065,2024-07-24,2025-02-03,192,194,6,11,8,2,-0.04,Low
P14066,2023-04-05,2023-08-11,150,128,15,46,12,-22,0.51,Medium
P14067,2023-07-18,2023-11-30,135,135,28,71,18,0,0.03,Low
P14068,2022-06-29,2022-12-10,167,164,12,26,8,-3,0.43,Low
P14069,2022-12-13,2023-03-13,63,90,27,27,10,27,0.21,Medium
P14070,2024-05-25,2024-11-14,191,173,21,75,5,-18,-0.08,Low
P14071,2021-02-22,2021-11-16,210,267,20,73,19,57,0.14,High
P14072,2020-01-21,2020-06-15,176,146,19,65,16,-30,-0.09,Low
P14073,2024-02-17,2024-06-25,125,129,15,29,5,4,0.52,Medium
P14074,2023-06-22,2023-12-08,163,169,18,8,11,6,0.35,High
P14075,2024-10-14,2025-02-23,127,132,18,77,6,5,0.6,Medium
P14076,2024-10-24,2025-05-02,191,190,24,52,19,-1,0.34,High
P14077,2020-08-24,2021-01-23,148,152,25,44,7,4,0.06,Low
P14078,2022-06-19,2022-11-29,112,163,8,27,3,51,0.15,Medium
P14079,2022-11-08,2023-07-10,190,244,14,63,13,54,0.39,High
P14080,2023-11-26,2024-02-25,118,91,15,46,3,-27,0.24,Medium
P14081,2024-04-25,2024-08-18,66,115,26,97,16,49,0.52,High
P14082,2021-05-28,2021-11-22,152,178,11,39,15,26,0.32,High
P14083,2024-03-13,2024-09-02,181,173,9,49,15,-8,0.31,High
P14084,2020-03-20,2020-06-30,101,102,28,28,14,1,0.15,Medium
P14085,2020-02-28,2020-07-17,107,140,7,41,6,33,0.36,High
P14086,2020-02-04,2020-06-14,79,131,13,59,12,52,-0.1,High
P14087,2020-12-10,2021-07-13,238,215,18,88,12,-23,0.18,Medium
P14088,2024-05-23,2024-12-12,145,203,9,76,16,58,0.55,High
P14089,2021-05-27,2022-01-31,218,249,21,14,13,31,0.02,Medium
P14090,2024-11-01,2025-06-21,186,232,25,11,0,46,0.53,High
P14091,2024-10-30,2025-01-31,94,93,10,52,12,-1,0.26,High
P14092,2022-07-01,2022-12-31,193,183,15,7,14,-10,-0.1,Low
P14093,2024-11-19,2025-05-19,197,181,17,3,2,-16,0.26,Low
P14094,2021-01-10,2021-05-09,115,119,7,61,15,4,0.3,Medium
P14095,2024-12-24,2025-09-12,204,262,12,64,8,58,0.04,Medium
P14096,2024-11-08,2025-06-26,213,230,21,84,18,17,0.45,High
P14097,2020-12-01,2021-06-10,200,191,21,18,17,-9,0.52,High
P14098,2022-09-21,2022-10-24,61,33,5,14,15,-28,0.05,Low
P14099,2024-03-24,2024-08-12,139,141,9,93,11,2,0.46,High
P14100,2020-04-29,2020-09-13,147,137,12,83,4,-10,0.46,Medium
P14101,2022-12-23,2023-07-16,176,205,6,25,10,29,-0.06,Low
P14102,2023-08-26,2024-03-15,197,202,28,78,10,5,0.33,Medium
P14103,2020-11-19,2021-05-01,182,163,29,19,16,-19,0.47,High
P14104,2021-10-13,2022-05-16,216,215,10,4,19,-1,0.2,Medium
P14105,2021-08-31,2022-01-11,82,133,26,26,8,51,0.49,High
P14106,2021-09-02,2022-02-02,129,153,27,66,2,24,0.37,Medium
P14107,2024-01-06,2024-05-12,112,127,24,88,16,15,-0.02,Medium
P14108,2024-02-17,2024-04-29,100,72,29,98,15,-28,0.47,High
P14109,2024-03-28,2024-12-12,204,259,9,71,12,55,0.44,High
P14110,2023-08-03,2023-10-30,93,88,21,95,7,-5,0.08,Low
P14111,2020-12-27,2021-08-12,170,228,12,28,2,58,-0.08,Low
P14112,2022-11-24,2023-05-05,183,162,27,30,1,-21,0.09,Low
P14113,2021-04-29,2021-08-23,126,116,26,86,12,-10,0.49,High
P14114,2020-05-05,2020-06-29,63,55,28,28,0,-8,0.34,Medium
P14115,2023-05-01,2023-07-18,65,78,22,53,7,13,0.28,Medium
P14116,2021-07-20,2022-02-05,212,200,17,55,18,-12,0.21,High
P14117,2020-07-08,2021-03-11,220,246,23,86,13,26,0.09,Medium
P14118,2020-03-13,2020-11-06,220,238,11,92,19,18,0.06,Medium
P14119,2024-11-09,2025-03-25,79,136,25,84,0,57,0.39,High
P14120,2022-03-30,2022-08-21,96,144,23,14,3,48,0.2,Medium
P14121,2024-09-24,2025-02-16,145,145,24,50,5,0,0.2,Low
P14122,2023-04-03,2023-10-27,176,207,25,15,14,31,0.19,High
P14123,2024-10-01,2024-12-16,82,76,14,98,5,-6,0.58,Medium
P14124,2020-05-29,2020-10-03,99,127,28,62,9,28,0.28,Medium
P14125,2024-11-18,2025-03-18,109,120,11,47,18,11,0.46,High
P14126,2021-04-03,2021-06-29,63,87,29,15,12,24,0.11,Medium
P14127,2020-06-16,2020-10-27,144,133,11,20,13,-11,0.36,Medium
P14128,2023-08-08,2024-01-06,100,151,10,32,15,51,0.5,High
P14129,2021-06-16,2021-11-16,112,153,28,16,1,41,0.57,High
P14130,2023-10-23,2024-03-02,146,131,22,14,2,-15,0.12,Low
P14131,2020-12-16,2021-07-17,157,213,11,37,5,56,-0.04,Low
P14132,2024-07-13,2025-02-08,193,210,14,6,9,17,0.18,Low
P14133,2024-01-23,2024-06-28,108,157,10,12,14,49,0.32,High
P14134,2021-05-05,2021-10-14,169,162,16,19,3,-7,0.03,Low
P14135,2024-08-18,2025-01-26,184,161,22,62,16,-23,0.54,High
P14136,2021-11-28,2022-05-05,119,158,21,27,6,39,0.46,High
P14137,2022-03-24,2022-10-15,169,205,26,90,15,36,-0.08,High
P14138,2022-04-16,2022-11-03,191,201,26,46,12,10,0.3,Medium
P14139,2022-08-25,2023-05-08,204,256,10,97,19,52,0.53,High
P14140,2021-04-09,2021-11-18,179,223,6,58,18,44,0.3,High
P14141,2024-12-04,2025-07-04,211,212,9,96,0,1,0.36,Low
P14142,2020-11-29,2021-06-12,167,195,8,52,1,28,-0.02,Low
P14143,2020-11-01,2021-04-19,158,169,13,74,9,11,0.58,Medium
P14144,2021-06-27,2021-10-06,124,101,25,74,11,-23,0.53,High
P14145,2023-07-22,2023-12-14,136,145,12,61,7,9,0.27,Low
P14146,2020-02-20,2020-06-03,71,104,28,90,5,33,0.03,Medium
P14147,2021-06-25,2021-10-21,130,118,10,53,2,-12,0.17,Low
P14148,2022-03-17,2022-07-19,124,124,21,9,14,0,0.57,High
P14149,2023-10-27,2024-05-07,155,193,9,12,6,38,0.5,High
P14150,2022-06-02,2022-11-12,134,163,10,53,1,29,0.42,Medium
P14151,2021-11-26,2022-06-14,205,200,15,88,5,-5,0.39,Medium
P14152,2020-09-11,2021-02-26,179,168,22,88,12,-11,0.57,High
P14153,2020-07-29,2020-10-18,101,81,28,62,5,-20,0.27,Low
P14154,2021-12-13,2022-06-02,178,171,15,47,6,-7,0.47,Low
P14155,2022-02-18,2022-06-17,126,119,15,32,0,-7,-0.05,Low
P14156,2024-09-06,2025-02-12,180,159,27,74,4,-21,0.1,Low
P14157,2023-09-10,2024-03-12,180,184,20,67,12,4,-0.06,Low
P14158,2021-11-15,2022-04-02,150,138,7,81,15,-12,0.44,High
P14159,2020-08-12,2021-01-04,157,145,6,42,0,-12,0.52,Low
P14160,2023-06-14,2023-09-30,93,108,20,77,7,15,0.14,Medium
P14161,2021-11-15,2022-05-23,140,189,25,74,8,49,-0.04,Low
P14162,2024-12-10,2025-06-01,120,173,10,76,2,53,0.49,High
P14163,2020-08-27,2020-12-12,118,107,19,68,5,-11,0.3,Low
P14164,2021-10-12,2022-07-02,218,263,11,15,12,45,0.46,High
P14165,2023-10-16,2024-04-14,186,181,21,64,14,-5,0.25,High
P14166,2024-11-06,2025-06-12,180,218,17,85,12,38,0.25,High
P14167,2020-12-21,2021-07-08,191,199,13,61,15,8,0.15,Medium
P14168,2023-03-03,2023-05-26,97,84,21,28,2,-13,0.21,Low
P14169,2024-04-11,2024-09-20,149,162,9,17,6,13,0.17,Low
P14170,2023-12-03,2024-04-04,142,123,26,73,5,-19,0.14,Low
P14171,2024-01-20,2024-08-13,209,206,19,88,14,-3,0.1,Low
P14172,2023-10-20,2024-04-27,206,190,13,60,7,-16,0.58,Medium
P14173,2020-04-13,2020-08-29,166,138,21,59,14,-28,0.22,High
P14174,2023-05-12,2024-02-02,227,266,16,50,10,39,-0.03,Medium
P14175,2020-06-29,2020-10-05,79,98,18,76,12,19,-0.07,Medium
P14176,2020-10-30,2021-07-15,236,258,13,82,8,22,0.1,Low
P14177,2020-02-04,2020-04-11,60,67,28,45,18,7,-0.05,Low
P14178,2021-06-15,2021-11-05,112,143,15,41,8,31,0.06,Low
P14179,2023-05-20,2023-11-29,149,193,17,76,0,44,0.43,High
P14180,2021-06-07,2021-11-12,123,158,26,90,5,35,0.19,Medium
P14181,2021-11-23,2022-05-12,124,170,18,82,11,46,0.18,High
